	Control_1	Control_2	Control_3	a_1	a_2	a_3	b_1	b_2	b_3
P840	1.417501989	1.301783591	1.430437949	0.809762942	0.804930728	1.203522685	0.81854899	0.556652351	0.896820509
P841	0.108973747	0.14937244	0.178995111	0.291588509	0.381428064	0.433852822	0.224046372	0.463854474	0.288021094
P842	0.035564837	0.043622671	0.071399147	0.040700096	0.069034458	0.042228882	0.008131638	0.057720415	0.073416991
P843	0.467828162	0.348711851	0.23000104	0.040655786	0.120409236	0.208382516	0.055473448	0.083783419	0.169075022
P844	27.40731901	38.59690844	37.68438573	14.18728307	30.51936057	13.68498709	17.36499626	17.88073663	20.48577697
P845	0.298337311	0.485083895	0.406616041	0.416557123	0.43442984	0.410365179	0.487187734	0.331751849	0.28349821
P846	0.240517104	0.157513542	0.604618745	0.200420944	0.334238011	0.166433051	0.541735228	0.464596497	0.494649525
P847	0.958154336	1.171066191	0.907791532	1.334834946	1.494564831	1.880210255	1.188332087	1.514267083	0.745582971
P848	5.274542562	3.974104902	3.891189015	3.393767078	5.272611012	4.159996311	5.863799551	5.383041396	6.702144039
P849	1.483054893	1.1884529	0.891438677	0.525153238	0.474586146	0.347796016	0.393343306	0.095873901	0.795373186
P850	0.062249006	0.21297133	0.196338292	0.239494867	0.277882771	0.279085208	0.177995512	0.081429182	0.31717926
P851	0.260875099	0.158044656	0.174867367	0.136385791	0.132733215	0.284341571	0.152999252	0.142670834	0.132684091
P852	1.301670644	1.409486062	1.250577343	0.647935898	1.221513321	1.095167835	1.2868362	1.222989229	1.137226221
P853	0.200079554	0.308917955	0.241110996	0.174824607	0.357783304	0.202720398	0.243433059	0.321768264	0.292409254
P854	0.093603819	0.080393711	0.064350359	0.069556901	0.046368739	0.072384729	0.054822737	0.052281159	0.057021055
P855	0.945346062	0.627348395	0.889732654	0.68936563	1.079531083	0.743139063	0.807404637	1.099161289	0.981677509
P856	0.211264916	0.096961289	0.156879226	0.272985747	0.376952043	0.373100332	0.44684368	0.1076271	0.215385504
P857	2.128798727	1.562742767	3.318214917	2.308249021	2.244262877	2.372464035	1.935901272	2.651721269	1.581142461
P858	2.457438345	1.780050205	2.641423073	2.096521675	1.550834813	1.831519734	2.079132386	2.213387898	2.829015743
P859	0.826252983	0.867089444	0.945656923	0.600258474	0.944539964	0.854942826	0.915931189	0.960582826	0.815466338
P860	0.768798727	0.428616726	0.507396234	0.591536814	0.526110124	0.459092586	0.612707554	0.626852247	0.666904038
P861	0.240763723	0.370801955	0.318152502	0.472121704	0.187026643	0.373625968	0.311009723	0.096505745	0.446148813
P862	0.044296738	0.116070815	0.08003953	0.097134628	0.124056838	0.156233862	0.056824981	0.061082005	0.062196389
P863	0.250540971	0.168378914	0.121662332	0.19302858	0.139147425	0.302572851	0.329154824	0.470802509	0.207032603
P864	5.759188544	3.873695336	3.270987205	5.653866036	7.624440497	7.724363703	6.435676889	4.217615182	3.626775472
P865	1.853540175	1.458396089	1.535878498	1.123550698	0.89912611	0.792207672	1.408601346	1.319384795	1.628834828
P866	0.080429594	0.088368345	0.068694476	0.138468355	0.080558437	0.136084471	0.086252805	0.104643267	0.116913661
P867	0.201455847	0.344510503	0.175709976	0.331866184	0.522628774	0.362421616	0.365220643	0.305983406	0.378632742
P868	1.207716786	1.41717532	1.513055238	1.028875268	1.123410302	1.799059388	1.086537023	0.69853619	1.458735902
P869	0.928719173	0.647218919	1.326661812	1.134185068	1.380149201	1.527388418	0.846073298	1.483506847	1.182070134
P870	0.698337311	0.741286828	1.254135025	1.092016838	1.073520426	1.59203246	0.723530292	0.590223282	0.608780169
P871	5.688623707	5.125115603	5.707479455	5.020530241	5.402912966	7.008945039	6.31854899	6.579047962	6.169598522
P872	4.469769292	2.942792971	3.600540934	4.201019127	2.857548845	5.016691258	3.614958863	4.182312864	4.234574079
P873	0.485719968	0.822829964	0.223697077	0.156221845	0.34783659	0.134535227	0.439693343	0.784970656	0.996439432
P874	1.749005569	1.537111904	1.625631957	1.379366369	1.313989343	1.187845813	1.556768886	1.134665977	1.554005158
P875	0.099013524	0.108024838	0.097264122	0.114201315	0.115613499	0.150793065	0.12854899	0.120988015	0.268120405
P876	0.208424821	0.26484344	0.254884011	0.312074441	0.448639432	0.321735522	0.452356021	0.306545544	0.58683937
P877	9.015910899	9.66891267	11.67668782	10.67646407	8.628206039	11.04758392	9.860882573	13.12661615	9.964201855
P878	1.053062848	0.549980182	0.415999168	0.613352042	0.886706927	0.894503873	0.686686612	0.698401277	0.740925363
P879	4.205966587	5.866560972	4.728596692	10.58341334	6.90642984	9.680929546	5.955646971	6.705641625	6.977751261
P880	0.722585521	0.350746466	0.410194528	0.889816114	0.321492007	0.623312431	0.774495138	0.609246059	0.363755341
P881	1.099522673	1.351803409	0.900759388	1.537921867	1.342678508	1.915344891	1.652879581	1.236255706	1.322799184
P882	1.267621321	0.839978861	0.653926974	1.868399675	2.572078153	2.302471413	1.39895288	1.372563128	1.848743216
P883	0.033031026	0.025165544	0.026715906	0.031542722	0.027488455	0.030402988	0.034863126	0.041645493	0.062708341
P884	4.335958632	3.277315365	3.766566108	2.693301824	4.113818828	3.346735522	4.845175767	5.033166191	5.442280303
P885	0.243571997	0.110331616	0.199827317	0.06572262	0.39026643	0.230164146	0.135325355	0.164652711	0.400477309
P886	0.087334924	0.053967499	0.101408509	0.086492873	0.127226998	0.119365548	0.064211668	0.127695456	0.107540706
P887	2.74494829	4.592416435	4.381566629	0.545388081	2.725399645	1.654463298	1.412640239	2.214579633	1.252242196
P888	0.872235481	1	0.90294393	1.579573148	0.920511545	0.60529325	0.728893044	0.582398309	0.763520536
P889	0.290318218	0.220702867	0.265640279	0.194948674	0.360326821	0.281372187	0.276200449	0.41371169	0.343373494
P890	0.384232299	1.164433875	0.925892021	0.263924378	0.95721492	0.644300996	0.501989529	0.604344209	0.732514723
P891	0.048519491	0.291451975	0.307271403	0.123033749	0.208511545	0.155671339	0.237262528	0.33847503	0.129063859
P892	0.073298329	0.066500198	0.164533444	0.192149767	0.194458259	0.158068978	0.150014959	0.054097992	0.153643327
P893	0.467621321	0.285083895	0.290003121	0.577557049	0.811936057	0.650746957	0.543717277	0.583072876	1.325801609
P894	3.492044551	4.053375611	3.71725788	6.676094823	5.347921847	5.645887127	7.885564697	5.973062307	6.717926017
P895	6.292999204	3.752411151	3.005305316	5.904586072	4.072895204	3.004426411	4.336275243	4.721066715	6.584549059
P896	4.723150358	1.380842912	1.622365547	7.364374862	7.102522202	9.470675028	9.18249813	8.157983496	9.478424882
P897	0.919331742	0.690395032	0.67560595	0.742781183	0.912738899	0.875129104	0.895138369	0.90751692	0.881115516
P898	0.252036595	0.142235434	0.087681265	0.113300347	0.153477798	0.147417927	0.171032162	0.229217728	0.20632049
P899	60.8194113	62.26714229	64.7040466	56.01432686	53.48348135	60.78661011	60.02243829	60.9718256	61.67866354
P900	1.46070008	0.992680671	1.472048268	0.842404549	1.095005329	0.949096274	0.93171279	0.973512019	0.7407329
P901	3.687350835	3.323556612	4.169145948	3.418285208	3.760852575	4.940888971	4.706656694	5.270388775	6.723699911
P902	0.181917263	0.042370194	0.386747113	0.589077616	0.291850799	0.441774253	0.41342558	0.209621568	0.401978521
P903	0.319188544	0.083495838	0.388931655	0.305996603	0.504511545	0.339597934	0.49275991	0.455264992	0.399784441
P904	0.976133652	0.902100674	0.973681473	1.772468798	1.323609236	1.437200295	1.76065819	1.160884132	1.200796797
P905	0.278472554	0.094363853	0.125382295	0.180178716	0.179040853	0.194992623	0.23565445	0.212771794	0.330016552
P906	0.765831344	0.720517902	0.772724436	0.665844472	0.70679929	0.91020841	0.675669409	0.643379129	0.513279957
P907	1.922195704	1.034614876	1.295350047	1.972675578	2.259751332	2.654739948	1.841136874	2.07685562	2.893875823
P908	1.367541766	1.277685295	1.009362322	1.263643749	1.801065719	0.945776466	1.377935677	1.456096958	1.377843643
P909	0.381360382	0.380790065	0.121701862	0.340920168	0.643438721	0.272583917	0.249177263	0.394553999	0.48543054
P910	0.218019093	0.192989827	0.104410694	0.16136179	0.141270337	0.119835854	0.083253553	0.21299665	0.148729743
P911	0.215083532	0.104270049	0.108852595	0.188235729	0.112105151	0.201392475	0.243118923	0.067222809	0.095604142
P912	1.428480509	1.211652794	1.005180485	1.195480393	1.649307282	1.29066765	1.644427823	1.339396937	1.334500943
P913	22.47334924	18.27216277	20.46707583	21.18602762	19.2937833	22.44190336	24.60508601	23.67054168	24.37738173
P914	0.16459825	0.068442331	0.122369708	0.355283952	0.219737123	0.309147916	0.249289454	0.150981494	0.19357943
P915	0.7091965	0.680803277	1.134546968	0.845136991	0.728284192	0.70627997	0.681608078	0.568052526	1.940605874
P916	0.577326969	0.145263575	0.344928742	0.410567905	0.857321492	0.377637403	0.806432311	0.447889731	0.589437623
P917	0.167382657	0.098332673	0.098601893	0.103182926	0.154955595	0.119079675	0.116095737	0.165203607	0.125020209
P918	3.183611774	2.705509314	3.129096016	3.382246511	3.275310835	2.310678716	3.595961107	3.620174038	3.221063166
P919	31.05091488	24.66349584	30.88942058	40.08123477	28.94209591	39.26042051	26.29917726	30.36898793	23.38619654
P920	1.792442323	1.17201744	1.182710912	1.699505206	1.943587922	2.100239764	2.500448766	2.356485958	2.218522653
P921	2.954574383	2.723213106	2.593363154	3.110922384	2.659040853	3.191073405	2.888930441	3.067928856	4.320605104
P922	49.05966587	64.37310081	49.69728493	26.99652906	58.04191829	53.06160089	40.6065819	37.81395453	39.38950691
P923	0.983214002	0.378861144	1.163029231	0.568111661	1.31548135	0.990317226	1.320718025	1.171294943	1.099772893
P924	0.396006364	0.134757564	0.197857069	0.031658666	0.153065719	0.029845076	0.184435303	0.019697794	0.20120097
P925	0.013500398	0.034979522	0.038069281	0.017562957	0.058856128	0.017736997	0.051821242	0.059132507	0.073343855
P926	14.51949085	17.47364249	18.60168522	18.47130936	15.98721137	20.13740317	17.67539267	18.66008589	16.16825128
P927	1.464836913	6.752014797	1.587163216	0.861383945	1.187296625	0.15829952	0.761854899	1.298585659	0.690269063
P928	1.934526651	2.152807504	2.251742432	3.403219851	3.408880995	3.330966433	2.505609574	2.925370449	2.549174333
P929	25.28639618	30.37653587	31.76739831	32.32922236	27.24973357	34.28624124	34.15332835	29.72365255	34.00438816
P930	15.94112967	14.92244682	16.25111828	12.60985156	13.53776199	12.63279233	14.83320868	12.25350212	14.87547635
P931	0.082665076	0.073452239	0.126670134	0.048340595	0.081344227	0.016054961	0.116821242	0.085710431	0.017357674
P932	1.275019889	1.353124587	0.994902736	1.008492726	0.473662522	1.152250092	1.256694091	1.185505813	0.802629047
P933	0.586945107	0.539463602	0.513616977	0.734192453	0.576582593	0.784894873	0.544569933	1.012501967	0.766176527
P934	0.032187749	0.219521733	0.149768022	0.123705782	0.27442984	0.129306529	0.28499626	0.257009871	0.25253089
P935	1.420684169	1.13663628	1.592198065	1.203086921	1.738969805	1.614625599	1.607404637	1.918017674	1.989106586
P936	0.189777247	0.414215881	0.36737751	0.187563695	0.027977265	0.473838067	0.365474944	0.283902593	0.186050271
P937	1.401352426	1.185572731	0.733465099	1.608522266	1.903232682	2.356971597	2.144353029	1.997234277	1.713672582
P938	1.582179793	1.291769058	2.262769167	1.342884573	1.756589698	1.117484323	1.583694839	2.256425247	1.109780977
P939	0.046697693	0.069200687	0.070883179	0.184949413	0.264895204	0.227203984	0.20631264	0.064915792	0.069511913
P940	1.559665871	1.376245211	0.685384375	1.033232405	1.174323268	1.101438584	1.000074794	0.703010816	0.861465029
P941	1.390692124	1.943532831	1.676188495	2.23846097	3.149840142	1.749815566	2.130590875	1.925370449	2.213133685
P942	12.70167064	9.38882283	10.89004473	8.288161879	11.01840142	8.672998893	9.473448018	10.1607717	12.61711382
P943	0.193993636	0.078900779	0.212836784	0.564197622	0.801420959	0.848183327	0.55855647	0.597148832	0.637630394
P944	2.185680191	1.745805258	1.636845938	2.661029466	1.966039076	2.480450018	2.237845924	2.415173251	2.443319604
P945	9.914081146	6.896551724	10.30250702	8.313270807	13.44269982	11.08723718	10.94764398	11.77793268	15.15031371
P946	2.325298329	2.678821509	2.346822012	1.561775349	1.775488455	1.478144596	2.279132386	2.588536865	2.931598599
P947	0.294542562	0.15903554	0.314365963	0.174159959	0.245371226	0.216359277	0.321967091	0.188966339	0.149324454
P948	0.429960223	0.699061963	0.851263913	0.273310686	0.355197158	0.151060494	0.45315632	0.452072044	0.400669772
P949	1.976690533	1.457788347	1.448850515	1.667675947	1.031204263	1.755994098	1.156020942	0.909000967	0.671292198
P950	12.18456643	10.85295283	14.06262353	10.25625877	9.186216696	12.52766507	9.667165295	10.53110876	11.08414489
P951	22.32537788	16.53111375	13.36585873	30.95635477	14.24369449	28.00534858	21.25205684	20.6871585	20.98425651
P952	7.569848846	9.236094596	11.60761469	6.002880142	6.291580817	5.686278126	7.654450262	6.925325478	8.540744447
P953	7.290930788	6.62835249	6.447727036	3.736060852	4.127744227	6.14072298	4.278085266	4.714995615	3.860040802
P954	10.72155927	10.21588057	10.43503589	9.496344435	11.97186501	13.17963851	7.915482423	7.094866548	9.634704954
P955	0.230055688	0.397463337	0.469863726	0.245838564	0.445953819	0.276088159	0.459154824	0.526903964	0.410408407
P956	0.421980907	0.198514995	0.317778009	0.697917436	0.553492007	0.67789561	0.707958115	0.516920379	0.563050926
P957	8.037390613	7.941603911	7.443878082	5.069640352	7.451225577	5.450663962	5.297756171	4.118903604	5.652450056
P958	39.18138425	48.17281015	48.24508478	71.01395761	47.89058615	79.61453338	61.77187734	50.92528051	48.56614958
P959	0.129960223	0.117244022	0.195533132	0.083819511	0.138448313	0.067966617	0.163642483	0.217531986	0.234458601
P960	0.221845664	0.259075175	0.126374701	0.220810871	0.260333925	0.259092586	0.217427076	0.263463225	0.246718503
P961	0.499697693	0.272004228	0.268532196	0.491595894	0.508433393	0.793092955	0.413448018	0.533065006	0.385407444
P962	0.260859189	0.667987845	0.524269219	0.477955838	0.380404973	0.364146072	0.422946896	0.353045668	0.334808884
P963	0.130023866	0.655383802	0.100861334	0.168990473	0.437840142	0.134618222	0.168167539	0.180765858	0.20866854
P964	1.841845664	0.646109129	1.545677728	1.891883908	0.998536412	1.293249723	1.313986537	0.63528433	1.079352554
P965	0.444144789	0.517558462	0.48209716	0.23349088	0.519388988	0.524529694	0.161039641	0.283430396	0.326359752
P966	2.905171042	4.319725195	4.021637366	5.9473451	4.975488455	6.679730727	4.733732236	5.020574281	4.387197352
P967	0.274351631	0.44470868	0.617559555	1.289343475	0.33355595	0.484415345	0.675287958	0.656892946	0.359983063
P968	9.473349244	14.7520148	13.33652346	7.913004948	11.54856128	15.3651789	9.282722513	9.070672093	7.654451673
P969	0.086435959	0.108170168	0.091523978	0.105619969	0.142863233	0.101457027	0.14986537	0.174924111	0.175699604
P970	0.906921241	1.150165147	1.677374389	0.734377077	0.892035524	0.63640723	1.094988781	1.406291458	1.181627468
P971	0.11132856	0.131430836	0.115632997	0.357447751	0.157158082	0.284230911	0.267442034	0.18146291	0.200392625
P972	1.067064439	1.229277315	1.166316446	1.851118824	1.949698046	1.681759498	1.844203441	0.746003193	1.177932176
P973	0.88814638	1.103448276	1.59415375	0.821874308	0.844959147	0.994835854	1.375168287	1.05855238	1.192251434
P974	21.64280032	20.02298851	39.95006762	35.0520641	16.80142096	7.697067503	18.41884817	17.32421919	9.325416683
P975	11.47653142	8.687012815	8.740247581	16.85547596	15.3079929	16.67189229	18.11293942	21.00937648	23.2918896
P976	4.520286396	2.87409169	2.688442734	4.672106934	9.818259325	5.472242715	7.409947644	5.860859398	6.969282882
P977	2.894351631	1.215272823	1.974908977	1.636732885	1.104483126	1.834562892	4.727599102	1.403773076	1.172312252
P978	0.186690533	0.037106619	0.019417456	0.22628314	0.208369449	0.215049797	0.135011219	0.233624896	0.208995727
P979	2.453699284	3.272030651	1.829626547	1.759249686	0.762472469	1.543249723	6.747569185	5.072740764	2.505870126
P980	0.517271281	0.926859559	0.566254031	0.48767447	0.74573357	0.472039838	0.530718025	0.580734378	0.302590554
P981	1.198488465	1.219579865	0.787100801	0.942027915	1.343801066	1.111951309	1.136275243	1.085220246	1.532718734
P982	399.3158313	406.1038446	450.2652658	442.2420796	543.0763766	587.855035	526.9783096	531.9632136	567.9972285
P983	0.050972156	0.049396221	0.051840216	0.035009231	0.080471758	0.038933051	0.054348542	0.088017449	0.074221487
P984	0.032026253	0.025902497	0.056011651	0.129968245	0.031815275	0.094005902	0.066111444	0.072030221	0.073520921
P985	8.785998409	13.62663496	12.99053365	4.58252714	8.604902309	4.999354482	7.136649215	6.844152632	7.168482236
P986	5.120206842	3.387237416	4.128367835	5.831400931	3.68071048	4.885282184	5.145175767	4.47529962	5.866276608
P987	1.67947494	0.853428458	1.099240612	1.160032494	1.54330373	1.510328292	1.998055348	1.891259866	2.189653181
P988	0.565831344	0.792310741	0.780339124	0.47543756	0.693484902	0.329011435	0.706955871	0.841251996	0.636514108
P989	2.678042959	3.093935791	2.859461146	1.826822244	3.414280639	1.82838436	1.946671653	0.987228206	2.021632857
P990	1.166825776	0.789166336	0.772537189	1.335794993	0.600568384	1.471136112	0.840837696	0.926314843	1.151353016
P991	9.404136834	9.736821245	10.3649225	9.855254413	10.27666075	10.53762449	11.39640987	10.27544802	11.64748451
P992	0.673524264	0.503527547	2.178300218	8.181079684	0.87755595	0.737984139	4.381899776	3.48323702	1.07226991
P993	0.105680191	0.05936055	0.077255799	0.059343475	0.084032682	0.05776374	0.069359013	0.069570301	0.069150083
